E sigma std
4907.49 13.958 2.8846
4907.57 14.659 2.9115
4907.65 15.47 2.9426
4907.73 16.394 2.978
4907.81 17.41 3.017
4907.89 18.542 3.0604
4907.97 19.79 3.1082
4908.05 21.154 3.1605
4908.12 22.631 3.2172
4908.23 24.775 3.2993
4908.35 27.394 3.3998
4908.47 30.189 3.5069
4908.69 35.638 3.7159
4908.91 41.067 3.924
4909.05 44.388 4.0513
4909.17 46.853 4.1458
4909.28 48.801 4.2205
4909.39 50.446 4.2836
4909.5 51.671 4.3306
4909.6 52.505 4.3625
4909.69 52.919 4.3784
4909.8 53.045 4.3833
4909.88 52.865 4.3764
4909.98 52.339 4.3562
4910.1 51.302 4.3164
4910.23 49.739 4.2565
4910.36 47.792 4.1818
4910.49 45.552 4.0959
4910.71 41.418 3.9375
4911.02 35.261 3.7014
4911.18 32.284 3.5873
4911.29 30.441 3.5166
4911.4 28.732 3.4511
4911.5 27.316 3.3968
4911.59 26.019 3.347
4911.69 24.84 3.3019
4911.79 23.778 3.2611
4911.88 22.825 3.2246
4911.97 22.066 3.1955
4912.08 21.224 3.1632
4912.19 20.491 3.1351
4912.29 19.853 3.1106
4912.4 19.3 3.0894
4912.56 18.605 3.0628
4912.73 18.041 3.0412
4912.89 17.579 3.0234
4913.1 17.081 3.0044
4913.32 16.682 2.989
4913.64 16.205 2.9708
4913.97 15.827 2.9563
4914.29 15.518 2.9444
4914.66 15.234 2.9335
4915.27 14.863 2.9193
4916 14.435 2.9029
4916.44 14.097 2.8899
4916.9 13.657 2.8731
4917.56 12.921 2.8448
4918.38 11.915 2.8063
4918.93 11.224 2.7798
4919.15 10.983 2.7706
4919.31 10.844 2.7652
4919.42 10.784 2.7629
4919.53 10.762 2.7621
4919.64 10.79 2.7631
4919.72 10.852 2.7655
4919.8 10.959 2.7696
4919.87 11.096 2.7749
4919.94 11.281 2.782
4920.01 11.52 2.7911
4920.09 11.819 2.8026
4920.16 12.186 2.8167
4920.21 12.511 2.8291
4920.27 12.882 2.8434
4920.32 13.303 2.8595
4920.38 13.776 2.8776
4920.44 14.399 2.9015
4920.5 15.103 2.9285
4920.57 15.894 2.9588
4920.63 16.775 2.9926
4920.69 17.75 3.03
4920.76 18.823 3.0711
4920.82 19.996 3.1161
4920.88 21.271 3.165
4920.95 22.85 3.2255
4921.03 24.561 3.2912
4921.1 26.403 3.3618
4921.17 28.371 3.4372
4921.27 31.177 3.5448
4921.36 34.055 3.6551
4921.48 38.049 3.8083
4921.71 45.854 4.1075
4921.92 53.15 4.3873
4922.05 57.427 4.5513
4922.17 60.882 4.6837
4922.28 63.743 4.7934
4922.39 66.149 4.8857
4922.5 68.004 4.9568
4922.58 68.975 4.994
4922.65 69.713 5.0223
4922.73 70.123 5.0381
4922.82 70.264 5.0435
4922.91 69.999 5.0333
4923 69.394 5.0101
4923.07 68.621 4.9804
4923.17 67.382 4.9329
4923.27 65.61 4.865
4923.38 63.233 4.7739
4923.5 60.53 4.6702
4923.67 56.063 4.499
4924.02 46.697 4.1399
4924.19 42.274 3.9703
4924.31 39.538 3.8654
4924.42 37.008 3.7684
4924.55 34.563 3.6746
4924.65 32.806 3.6072
4924.74 31.211 3.5461
4924.84 29.775 3.491
4924.94 28.489 3.4417
4925.03 27.364 3.3986
4925.13 26.401 3.3617
4925.25 25.281 3.3188
4925.36 24.378 3.2841
4925.49 23.52 3.2512
4925.64 22.697 3.2197
4925.79 22.014 3.1935
4925.95 21.423 3.1708
4926.07 21.031 3.1558
4926.26 20.534 3.1367
4926.52 19.972 3.1152
4926.75 19.559 3.0994
4927.05 19.127 3.0828
4927.48 18.621 3.0634
4927.76 18.346 3.0529
4928.33 17.89 3.0354
4929.08 17.417 3.0172
4929.84 17.043 3.0029
4930.68 16.708 2.9901
4931.67 16.383 2.9776
4932.99 16.03 2.9641
4934.54 15.697 2.9513
4937.19 15.234 2.9335
4941.49 14.62 2.91
4943.23 14.436 2.9029
4944.36 14.31 2.8981
4945.72 14.032 2.8875
4948.46 13.445 2.8649
4949.41 13.195 2.8554
4950.37 12.889 2.8436
4951.08 12.605 2.8327
4951.8 12.25 2.8191
4952.32 11.924 2.8066
4952.71 11.632 2.7954
4953.56 10.915 2.7679
4953.74 10.8 2.7635
4953.89 10.745 2.7614
4953.94 10.74 2.7612
4954.04 10.753 2.7617
4954.13 10.802 2.7636
4954.23 10.897 2.7673
4954.32 11.048 2.773
4954.39 11.204 2.779
4954.47 11.404 2.7867
4954.54 11.652 2.7962
4954.62 12.011 2.81
4954.68 12.319 2.8218
4954.74 12.672 2.8353
4954.8 13.076 2.8508
4954.86 13.533 2.8683
4954.92 14.047 2.888
4954.98 14.62 2.91
4955.04 15.257 2.9344
4955.09 15.924 2.96
4955.15 16.651 2.9879
4955.21 17.442 3.0182
4955.26 18.297 3.051
4955.32 19.218 3.0863
4955.41 20.722 3.1439
4955.49 22.372 3.2072
4955.58 24.21 3.2777
4955.66 26.189 3.3536
4955.75 28.295 3.4343
4955.89 31.769 3.5675
4956.09 37.25 3.7776
4956.34 44.207 4.0444
4956.48 47.938 4.1874
4956.6 50.651 4.2915
4956.71 52.838 4.3753
4956.81 54.69 4.4463
4956.92 56.208 4.5045
4957.02 57.162 4.5411
4957.12 57.772 4.5645
4957.23 58.042 4.5748
4957.33 57.868 4.5682
4957.42 57.43 4.5514
4957.5 56.712 4.5238
4957.59 55.744 4.4867
4957.69 54.446 4.437
4957.83 52.087 4.3465
4957.97 49.351 4.2416
4958.15 45.659 4.1001
4958.43 39.555 3.866
4958.59 36.267 3.74
4958.7 34.215 3.6613
4958.81 32.197 3.5839
4958.93 30.255 3.5094
4959.05 28.506 3.4424
4959.17 26.953 3.3828
4959.29 25.615 3.3316
4959.4 24.471 3.2877
4959.52 23.477 3.2496
4959.63 22.617 3.2166
4959.75 21.857 3.1875
4959.87 21.189 3.1619
4959.99 20.639 3.1408
4960.14 20.029 3.1174
4960.33 19.456 3.0954
4960.52 18.967 3.0767
4960.73 18.558 3.061
4961 18.132 3.0447
4961.37 17.689 3.0277
4961.75 17.33 3.0139
4962.37 16.871 2.9963
4962.8 16.616 2.9865
4963.67 16.202 2.9707
4964.65 15.833 2.9565
4966.33 15.327 2.9371
4969.09 14.575 2.9083
4969.84 14.336 2.8991
4970.57 14.058 2.8884
4971.33 13.692 2.8744
4972.09 13.265 2.8581
4972.34 13.168 2.8543
4972.5 13.149 2.8536
4972.67 13.187 2.8551
4972.79 13.269 2.8582
4972.91 13.408 2.8635
4973.02 13.601 2.8709
4973.12 13.816 2.8792
4973.21 14.089 2.8896
4973.31 14.425 2.9025
4973.4 14.83 2.918
4973.5 15.31 2.9364
4973.58 15.809 2.9556
4973.67 16.373 2.9772
4973.72 16.787 2.9931
4973.84 17.703 3.0282
4973.95 18.735 3.0678
4974.08 20.006 3.1165
4974.2 21.39 3.1695
4974.39 23.616 3.2549
4974.71 27.437 3.4014
4974.86 29.09 3.4648
4975 30.505 3.519
4975.13 31.592 3.5607
4975.26 32.402 3.5918
4975.37 32.931 3.612
4975.48 33.231 3.6236
4975.59 33.326 3.6272
4975.71 33.203 3.6225
4975.84 32.832 3.6083
4975.97 32.239 3.5855
4976.12 31.279 3.5487
4976.24 30.316 3.5118
4976.37 29.25 3.4709
4976.81 25.255 3.3177
4977 23.656 3.2564
4977.13 22.683 3.2191
4977.25 21.797 3.1852
4977.38 21.003 3.1547
4977.5 20.302 3.1278
4977.63 19.69 3.1044
4977.77 19.102 3.0818
4977.91 18.608 3.0629
4978.01 18.326 3.0521
4978.2 17.858 3.0342
4978.39 17.494 3.0202
4978.64 17.129 3.0062
4978.89 16.86 2.9959
4979.27 16.566 2.9846
4979.67 16.338 2.9759
4980.23 16.102 2.9668
4980.96 15.867 2.9578
4981.86 15.646 2.9493
4983.07 15.422 2.9407
4985.34 15.116 2.929
4988.59 14.798 2.9168
4996.37 14.205 2.8941
4996.78 14.194 2.8936
4997.27 14.217 2.8945
4997.77 14.305 2.8979
4998.79 14.601 2.9093
4999.18 14.644 2.9109
4999.54 14.599 2.9092
4999.93 14.462 2.904
5000.87 13.978 2.8854
5001.39 13.769 2.8774
5002.17 13.56 2.8693
5003.39 13.278 2.8585
5003.96 13.106 2.8519
5005.13 12.657 2.8347
5005.39 12.61 2.8329
5005.43 12.609 2.8329
5005.63 12.644 2.8343
5005.77 12.726 2.8374
5005.92 12.87 2.8429
5006.06 13.093 2.8514
5006.16 13.299 2.8594
5006.26 13.563 2.8695
5006.36 13.884 2.8818
5006.46 14.267 2.8965
5006.57 14.715 2.9136
5006.67 15.23 2.9334
5006.77 15.811 2.9557
5006.87 16.457 2.9804
5006.99 17.312 3.0132
5007.13 18.403 3.0551
5007.36 20.257 3.1261
5007.67 22.847 3.2254
5007.82 24.038 3.2711
5007.97 25.031 3.3092
5008.11 25.761 3.3371
5008.23 26.244 3.3557
5008.34 26.549 3.3674
5008.43 26.696 3.373
5008.51 26.742 3.3748
5008.6 26.705 3.3734
5008.73 26.51 3.3659
5008.85 26.163 3.3526
5008.99 25.582 3.3303
5009.14 24.811 3.3007
5009.36 23.548 3.2523
5009.72 21.237 3.1637
5009.93 20.038 3.1177
5010.08 19.225 3.0866
5010.23 18.503 3.0589
5010.38 17.883 3.0351
5010.52 17.37 3.0154
5010.67 16.934 2.9987
5010.81 16.569 2.9847
5011.01 16.177 2.9697
5011.21 15.866 2.9578
5011.41 15.62 2.9483
5011.71 15.349 2.9379
5012.06 15.13 2.9296
5012.5 14.932 2.922
5013.09 14.737 2.9145
5013.95 14.525 2.9064
5014.8 14.358 2.9
5016.42 14.105 2.8902
5025.27 12.976 2.847
5026.2 12.784 2.8396
5028.39 12.223 2.8181
5029.44 11.899 2.8057
5030.37 11.546 2.7921
5031.02 11.249 2.7807
5031.44 11.026 2.7722
5031.94 10.723 2.7606
5032.31 10.459 2.7504
5032.69 10.157 2.7389
5033.07 9.8135 2.7257
5033.48 9.385 2.7093
5033.93 8.895 2.6905
5034.1 8.7344 2.6843
5034.25 8.6241 2.6801
5034.35 8.58 2.6784
5034.44 8.5625 2.6777
5034.54 8.5796 2.6784
5034.63 8.6405 2.6807
5034.7 8.7215 2.6838
5034.77 8.8385 2.6883
5034.84 8.9972 2.6944
5034.91 9.2039 2.7023
5034.97 9.4225 2.7107
5035.03 9.6851 2.7208
5035.09 9.9965 2.7327
5035.15 10.362 2.7467
5035.21 10.785 2.763
5035.27 11.273 2.7817
5035.33 11.831 2.803
5035.39 12.462 2.8273
5035.45 13.174 2.8546
5035.52 13.971 2.8851
5035.56 14.552 2.9074
5035.6 15.305 2.9363
5035.65 16.119 2.9675
5035.7 16.998 3.0012
5035.75 17.943 3.0374
5035.8 18.956 3.0762
5035.84 20.038 3.1177
5035.92 21.794 3.185
5035.97 23.219 3.2397
5036.03 24.912 3.3046
5036.09 26.718 3.3738
5036.15 28.634 3.4473
5036.22 30.917 3.5348
5036.29 33.605 3.6379
5036.4 37.613 3.7916
5036.52 42.492 3.9787
5036.7 49.975 4.2655
5036.98 62.06 4.7289
5037.12 67.806 4.9492
5037.22 71.759 5.1008
5037.33 75.319 5.2373
5037.42 78.16 5.3462
5037.52 80.55 5.4378
5037.63 82.624 5.5174
5037.71 83.81 5.5628
5037.81 84.628 5.5942
5037.91 84.89 5.6042
5038 84.636 5.5945
5038.09 83.916 5.5669
5038.19 82.636 5.5178
5038.3 80.571 5.4386
5038.42 77.836 5.3338
5038.53 74.607 5.21
5038.69 69.926 5.0305
5038.94 61.227 4.6969
5039.17 53.513 4.4012
5039.33 48.466 4.2077
5039.44 45.055 4.0769
5039.55 42.176 3.9665
5039.66 39.508 3.8642
5039.76 37.116 3.7725
5039.85 35.487 3.7101
5039.93 33.986 3.6525
5040.01 32.648 3.6012
5040.1 31.467 3.5559
5040.18 30.437 3.5164
5040.26 29.549 3.4824
5040.34 28.818 3.4544
5040.42 28.2 3.4307
5040.55 27.466 3.4025
5040.65 26.983 3.384
5040.79 26.566 3.368
5040.92 26.312 3.3583
5041.11 26.146 3.3519
5041.67 26.021 3.3471
5041.88 25.835 3.34
5042.06 25.544 3.3288
5042.29 25.015 3.3085
5042.49 24.418 3.2856
5042.84 23.21 3.2394
5043.25 21.792 3.185
5043.48 21.051 3.1566
5043.68 20.493 3.1352
5043.89 20.01 3.1167
5044.19 19.418 3.094
5044.48 18.969 3.0767
5044.78 18.617 3.0632
5045.22 18.209 3.0476
5045.86 17.778 3.0311
5046.34 17.515 3.021
5047.31 17.097 3.005
5048.2 16.793 2.9933
5049.1 16.544 2.9837
5050.83 16.164 2.9692
5052.42 15.908 2.9594
5053.38 15.838 2.9567
5053.62 15.837 2.9566
5054.28 15.845 2.957
5055.02 15.802 2.9553
5055.85 15.632 2.9488
5056.8 15.417 2.9406
5057.6 15.299 2.936
5061.15 14.99 2.9242
5064.77 14.758 2.9153
5067.29 14.535 2.9068
5069.24 14.355 2.8998
5071.63 14.071 2.889
5072.47 13.9 2.8824
5073.29 13.697 2.8746
5073.47 13.681 2.874
5073.65 13.694 2.8745
5073.88 13.775 2.8776
5074.06 13.9 2.8824
5074.25 14.105 2.8903
5074.44 14.403 2.9017
5074.63 14.793 2.9166
5074.82 15.274 2.9351
5075.01 15.829 2.9564
5075.57 17.613 3.0247
5075.78 18.197 3.0471
5075.97 18.583 3.062
5076.13 18.825 3.0712
5076.3 18.946 3.0759
5076.39 18.964 3.0766
5076.53 18.923 3.075
5076.7 18.772 3.0692
5076.87 18.526 3.0597
5077.06 18.171 3.0461
5077.75 16.691 2.9894
5077.96 16.29 2.974
5078.23 15.883 2.9584
5078.48 15.582 2.9469
5078.8 15.308 2.9364
5079.24 15.053 2.9266
5080.04 14.731 2.9143
5080.86 14.476 2.9045
5081.66 14.29 2.8973
5084.01 13.835 2.8799
5085.02 13.611 2.8713
5085.43 13.568 2.8697
5085.73 13.597 2.8708
5085.98 13.683 2.8741
5086.22 13.843 2.8802
5086.42 14.047 2.888
5086.62 14.326 2.8987
5086.81 14.654 2.9113
5086.99 15.061 2.9269
5087.17 15.541 2.9453
5087.32 16.019 2.9636
5087.48 16.602 2.986
5087.65 17.31 3.0131
5087.83 18.15 3.0453
5088.02 19.205 3.0858
5088.23 20.436 3.133
5088.54 22.519 3.2129
5088.81 24.251 3.2793
5088.96 25.16 3.3141
5089.12 26.025 3.3473
5089.28 26.684 3.3726
5089.43 27.121 3.3893
5089.57 27.349 3.398
5089.64 27.386 3.3995
5089.76 27.335 3.3975
5089.91 27.094 3.3883
5090.06 26.652 3.3713
5090.2 26.043 3.348
5090.35 25.285 3.3189
5090.55 24.145 3.2752
5091.04 21.131 3.1596
5091.24 20.009 3.1166
5091.43 19.049 3.0798
5091.56 18.492 3.0585
5091.69 18.002 3.0397
5091.86 17.471 3.0193
5092.01 17.07 3.0039
5092.16 16.737 2.9912
5092.36 16.384 2.9776
5092.56 16.112 2.9672
5092.86 15.814 2.9558
5093.17 15.605 2.9478
5093.69 15.356 2.9382
5094.33 15.15 2.9303
5095.38 14.927 2.9218
5098.47 14.492 2.9051
5101.51 14.194 2.8937
5105.91 13.781 2.8778
5106.31 13.737 2.8761
5109.37 13.402 2.8633
5110.85 13.315 2.86
5111.44 13.206 2.8558
5112.01 13.023 2.8488
5113.59 12.389 2.8245
5114.29 12.073 2.8123
5114.8 11.803 2.802
5115.31 11.476 2.7894
5115.81 11.08 2.7743
5116.32 10.661 2.7582
5116.5 10.537 2.7535
5116.63 10.483 2.7514
5116.76 10.466 2.7507
5116.88 10.5 2.752
5116.98 10.569 2.7547
5117.07 10.687 2.7592
5117.17 10.863 2.766
5117.26 11.109 2.7754
5117.33 11.318 2.7834
5117.39 11.567 2.7929
5117.45 11.86 2.8042
5117.52 12.201 2.8173
5117.58 12.595 2.8324
5117.64 13.046 2.8496
5117.7 13.557 2.8692
5117.77 14.132 2.8913
5117.83 14.776 2.916
5117.89 15.491 2.9434
5117.96 16.281 2.9737
5118.02 17.147 3.0069
5118.08 18.092 3.0431
5118.16 19.332 3.0907
5118.23 20.689 3.1427
5118.31 22.16 3.1991
5118.39 23.744 3.2598
5118.46 25.435 3.3246
5118.55 27.596 3.4075
5118.65 30.081 3.5028
5118.79 33.649 3.6396
5119.18 44.573 4.0584
5119.33 48.369 4.204
5119.45 51.265 4.315
5119.56 53.601 4.4046
5119.68 55.565 4.4799
5119.79 57.083 4.5381
5119.89 58.077 4.5762
5119.99 58.687 4.5996
5120.09 58.922 4.6086
5120.11 58.923 4.6086
5120.2 58.738 4.6015
5120.29 58.261 4.5833
5120.41 57.22 4.5433
5120.51 55.991 4.4962
5120.61 54.49 4.4387
5120.76 51.824 4.3365
5120.89 49.322 4.2405
5121.37 39.072 3.8475
5121.52 36.027 3.7308
5121.65 33.673 3.6405
5121.77 31.516 3.5578
5121.9 29.57 3.4832
5121.99 28.253 3.4327
5122.09 27.056 3.3868
5122.18 25.975 3.3453
5122.28 25.004 3.3081
5122.4 23.871 3.2647
5122.53 22.904 3.2276
5122.66 22.083 3.1961
5122.78 21.389 3.1695
5122.91 20.803 3.1471
5123.03 20.307 3.1281
5123.22 19.701 3.1048
5123.41 19.222 3.0864
5123.54 18.956 3.0762
5123.79 18.52 3.0595
5124.04 18.174 3.0463
5124.42 17.767 3.0307
5124.88 17.39 3.0162
5125.21 17.168 3.0077
5125.86 16.809 2.9939
5126.62 16.49 2.9817
5127.38 16.24 2.9721
5128.38 15.98 2.9621
5130.07 15.658 2.9498
5132.16 15.36 2.9384
5136.59 14.862 2.9193
5136.74 14.858 2.9191
5137.24 14.894 2.9205
5137.59 14.983 2.9239
5138.1 15.21 2.9326
5138.86 15.606 2.9478
5139.24 15.717 2.9521
5139.46 15.736 2.9528
5139.85 15.68 2.9507
5140.34 15.493 2.9435
5141.03 15.173 2.9312
5141.53 14.999 2.9245
5142.08 14.884 2.9201
5142.85 14.799 2.9169
5146.22 14.625 2.9102
5156.44 14.244 2.8956
5159.07 14.131 2.8913
5159.54 14.123 2.891
5160.88 14.152 2.892
5161.55 14.111 2.8905
5162.2 13.98 2.8855
5163.03 13.763 2.8772
5163.39 13.731 2.8759
5163.7 13.785 2.878
5163.91 13.882 2.8817
5164.11 14.037 2.8876
5164.3 14.236 2.8953
5164.57 14.595 2.9091
5164.88 15.116 2.929
5165.36 15.964 2.9615
5165.62 16.336 2.9758
5165.84 16.553 2.9841
5166.05 16.655 2.988
5166.15 16.668 2.9885
5166.34 16.635 2.9872
5166.54 16.519 2.9828
5166.77 16.32 2.9752
5167.59 15.409 2.9402
5167.88 15.148 2.9302
5168.17 14.944 2.9224
5168.57 14.743 2.9147
5168.97 14.614 2.9098
5169.61 14.489 2.905
5170.25 14.41 2.9019
5172.03 14.267 2.8965
5175.09 14.074 2.8891
5176.93 13.917 2.883
5177.19 13.917 2.883
5177.7 13.975 2.8853
5178.22 14.12 2.8908
5179.06 14.413 2.9021
5179.53 14.491 2.905
5179.67 14.496 2.9053
5180.1 14.469 2.9042
5181.46 14.263 2.8963
5184.56 14.025 2.8872
5189.74 13.845 2.8803
5190.7 13.871 2.8813
5191.93 13.945 2.8841
5192.55 13.903 2.8825
5193.49 13.72 2.8755
5194.27 13.559 2.8693
5194.86 13.503 2.8672
5195.17 13.526 2.868
5195.53 13.621 2.8717
5195.86 13.781 2.8778
5196.34 14.123 2.8909
5196.88 14.51 2.9058
5197.22 14.666 2.9118
5197.52 14.724 2.914
5197.56 14.725 2.914
5197.92 14.676 2.9122
5198.38 14.511 2.9058
5199.1 14.211 2.8943
5199.59 14.062 2.8886
5200.08 13.965 2.8849
5201.13 13.85 2.8805
5204.02 13.689 2.8743
5206.54 13.593 2.8706
5207.31 13.587 2.8704
5207.58 13.587 2.8704
5208.79 13.555 2.8692
5210.08 13.485 2.8665
5211.42 13.523 2.8679
5212.04 13.482 2.8664
5212.75 13.337 2.8608
5213.52 13.161 2.854
5213.93 13.126 2.8527
5214.25 13.152 2.8537
5214.56 13.226 2.8566
5215.17 13.476 2.8661
5215.69 13.673 2.8737
5216.04 13.735 2.8761
5216.12 13.738 2.8762
5216.44 13.71 2.8751
5216.74 13.632 2.8721
5217.24 13.437 2.8646
5218.27 12.995 2.8477
5218.88 12.769 2.839
5219.22 12.684 2.8358
5219.39 12.669 2.8352
5219.62 12.702 2.8365
5219.77 12.772 2.8392
5219.93 12.893 2.8438
5220.07 13.054 2.85
5220.19 13.246 2.8573
5220.32 13.487 2.8666
5220.44 13.782 2.8779
5220.58 14.181 2.8932
5220.73 14.705 2.9133
5220.89 15.308 2.9364
5221.04 15.978 2.9621
5221.54 18.324 3.052
5221.75 19.205 3.0858
5221.92 19.814 3.1091
5222.07 20.224 3.1249
5222.22 20.496 3.1353
5222.38 20.629 3.1404
5222.43 20.642 3.1409
5222.55 20.604 3.1394
5222.7 20.446 3.1334
5222.82 20.215 3.1245
5222.97 19.852 3.1106
5223.21 19.153 3.0838
5223.72 17.423 3.0175
5223.96 16.664 2.9884
5224.17 16.133 2.968
5224.4 15.627 2.9486
5224.63 15.231 2.9334
5224.88 14.911 2.9212
5225.13 14.669 2.9119
5225.39 14.493 2.9051
5225.8 14.295 2.8975
5226.22 14.161 2.8924
5226.93 14.003 2.8863
5228.23 13.809 2.8789
5230.23 13.604 2.8711
5235.14 13.204 2.8557
5237.35 12.986 2.8474
5238.92 12.774 2.8392
5239.95 12.571 2.8314
5240.83 12.316 2.8217
5241.28 12.19 2.8168
5241.55 12.151 2.8153
5241.81 12.179 2.8164
5241.98 12.254 2.8193
5242.15 12.391 2.8246
5242.29 12.563 2.8311
5242.46 12.844 2.8419
5242.57 13.086 2.8512
5242.72 13.495 2.8669
5242.85 13.905 2.8826
5242.97 14.375 2.9006
5243.1 14.901 2.9208
5243.27 15.676 2.9505
5243.77 18.114 3.0439
5243.94 18.886 3.0735
5244.11 19.548 3.0989
5244.26 20.016 3.1169
5244.4 20.334 3.1291
5244.54 20.507 3.1357
5244.64 20.56 3.1377
5244.76 20.533 3.1367
5244.91 20.375 3.1307
5245.04 20.14 3.1217
5245.19 19.756 3.1069
5245.39 19.144 3.0834
5245.98 16.999 3.0012
5246.21 16.252 2.9726
5246.44 15.614 2.9481
5246.6 15.255 2.9343
5246.77 14.915 2.9213
5246.94 14.632 2.9105
5247.19 14.3 2.8977
5247.4 14.091 2.8897
5247.66 13.897 2.8823
5248.04 13.687 2.8742
5248.62 13.465 2.8657
5249.59 13.194 2.8553
5252.45 12.527 2.8297
5253.46 12.255 2.8193
5254.55 11.901 2.8057
5255.14 11.67 2.7969
5255.7 11.415 2.7871
5256.21 11.122 2.7759
5256.69 10.792 2.7632
5257.49 10.125 2.7377
5257.69 9.985 2.7323
5257.83 9.9213 2.7298
5257.96 9.8959 2.7289
5258.06 9.912 2.7295
5258.16 9.9676 2.7316
5258.26 10.073 2.7357
5258.36 10.239 2.742
5258.43 10.39 2.7478
5258.5 10.578 2.755
5258.57 10.807 2.7638
5258.63 11.082 2.7744
5258.7 11.408 2.7869
5258.77 11.789 2.8015
5258.83 12.231 2.8184
5258.9 12.737 2.8378
5258.97 13.313 2.8599
5259.04 13.964 2.8848
5259.1 14.693 2.9128
5259.17 15.504 2.9439
5259.24 16.401 2.9783
5259.3 17.385 3.016
5259.38 18.635 3.0639
5259.46 20.005 3.1165
5259.54 21.497 3.1737
5259.62 23.107 3.2354
5259.69 24.831 3.3015
5259.78 26.875 3.3799
5259.87 29.152 3.4672
5260 32.561 3.5979
5260.22 38.737 3.8347
5260.46 45.399 4.0901
5260.6 49.287 4.2392
5260.73 52.125 4.348
5260.85 54.606 4.4431
5260.95 56.394 4.5117
5261.06 57.932 4.5706
5261.17 59.001 4.6116
5261.28 59.612 4.635
5261.36 59.794 4.642
5261.45 59.698 4.6383
5261.56 59.197 4.6191
5261.64 58.529 4.5935
5261.72 57.636 4.5593
5261.83 56.193 4.5039
5261.94 54.459 4.4375
5262.1 51.432 4.3214
5262.31 46.887 4.1472
5262.64 39.83 3.8766
5262.8 36.506 3.7491
5262.9 34.436 3.6698
5263.04 32.048 3.5782
5263.14 30.414 3.5156
5263.24 28.921 3.4583
5263.34 27.568 3.4064
5263.44 26.353 3.3599
5263.54 25.271 3.3184
5263.64 24.313 3.2817
5263.74 23.472 3.2494
5263.85 22.738 3.2213
5263.95 22.1 3.1968
5264.05 21.549 3.1756
5264.18 20.93 3.1519
5264.32 20.425 3.1326
5264.45 20.013 3.1168
5264.66 19.52 3.0979
5264.9 19.091 3.0814
5265.25 18.611 3.063
5266.72 16.923 2.9983
5267.14 16.512 2.9825
5267.53 16.201 2.9706
5268.04 15.904 2.9592
5268.63 15.661 2.9499
5269.64 15.364 2.9385
5271.02 15.062 2.9269
5272.4 14.819 2.9176
5275.78 14.296 2.8976
5277.58 13.945 2.8841
5277.74 13.936 2.8838
5278.06 13.967 2.885
5278.29 14.048 2.8881
5278.52 14.192 2.8936
5278.77 14.43 2.9027
5278.99 14.702 2.9132
5279.27 15.132 2.9296
5279.82 16.028 2.964
5280.08 16.369 2.977
5280.29 16.554 2.9841
5280.5 16.648 2.9877
5280.61 16.659 2.9882
5280.8 16.623 2.9868
5281 16.512 2.9825
5281.29 16.263 2.973
5281.9 15.599 2.9475
5282.29 15.233 2.9335
5282.66 14.972 2.9235
5283.05 14.782 2.9162
5283.45 14.65 2.9112
5284.08 14.532 2.9066
5284.81 14.486 2.9049
5285.56 14.531 2.9066
5286.43 14.607 2.9095
5286.5 14.607 2.9095
5287.04 14.564 2.9078
5287.85 14.377 2.9007
5288.63 14.196 2.8938
5289.45 14.092 2.8897
5292.31 13.94 2.8839
5294.22 13.881 2.8817
5295.34 13.924 2.8833
5296.37 13.982 2.8855
5297.07 13.941 2.884
5298.56 13.724 2.8756
5299.39 13.653 2.8729
5304.13 13.391 2.8629
5305.96 13.232 2.8568
5307.08 13.08 2.8509
5308.09 12.87 2.8429
5308.54 12.773 2.8392
5308.9 12.739 2.8379
5309.11 12.764 2.8389
5309.31 12.844 2.8419
5309.52 12.998 2.8478
5309.66 13.153 2.8538
5309.8 13.355 2.8615
5309.96 13.652 2.8729
5310.14 14.073 2.889
5310.3 14.518 2.9061
5310.51 15.189 2.9318
5310.85 16.443 2.9799
5311.12 17.384 3.016
5311.31 17.993 3.0393
5311.49 18.45 3.0568
5311.65 18.745 3.0681
5311.81 18.911 3.0745
5311.94 18.966 3.0766
5312.06 18.944 3.0758
5312.2 18.838 3.0717
5312.35 18.645 3.0643
5312.53 18.296 3.0509
5312.81 17.641 3.0258
5313.3 16.389 2.9778
5313.56 15.819 2.956
5313.77 15.429 2.941
5313.98 15.107 2.9287
5314.23 14.803 2.917
5314.48 14.577 2.9083
5314.77 14.386 2.901
5315.14 14.219 2.8946
5315.64 14.075 2.8891
5316.36 13.94 2.8839
5317.66 13.782 2.8779
5319.41 13.64 2.8724
5321.69 13.511 2.8675
5322.23 13.503 2.8672
5323.05 13.546 2.8688
5324.19 13.654 2.873
5324.32 13.656 2.873
5324.91 13.612 2.8713
5326.28 13.352 2.8614
5327.13 13.259 2.8578
5329.67 13.159 2.854
5332.92 12.925 2.845
5336.23 12.678 2.8355
5338.53 12.435 2.8262
5340.05 12.21 2.8176
5340.89 12.047 2.8113
5341.73 11.838 2.8033
5342.46 11.606 2.7944
5343.5 11.212 2.7793
5343.75 11.164 2.7775
5343.8 11.162 2.7774
5343.97 11.184 2.7782
5344.13 11.253 2.7809
5344.28 11.38 2.7858
5344.41 11.561 2.7927
5344.53 11.777 2.801
5344.63 12.031 2.8108
5344.73 12.314 2.8216
5344.81 12.619 2.8333
5344.9 12.972 2.8468
5345.02 13.527 2.8681
5345.14 14.175 2.8929
5345.26 14.953 2.9228
5345.39 15.91 2.9595
5345.53 16.974 3.0002
